,P_10y,P_10y,P_10y,P_12m,P_12m,P_12m,P_3y,P_3y,P_3y,P_5y,P_5y,P_5y
,Carry,Expectation,HPR,Carry,Expectation,HPR,Carry,Expectation,HPR,Carry,Expectation,HPR
Data,,,,,,,,,,,,
2025-06-16,0.00031334354824319016,-7.935714338621244e-07,0.00031248731436613254,0.00029667783718919017,3.9684523875680196e-07,0.00029710435169510465,0.0003105614141490019,3.9684523875680196e-07,0.0003109893170820322,0.0003255635063341039,1.3891319728037257e-06,0.0003270666054772153
2025-06-13,0.0003141999533841485,-2.776805782367827e-06,0.00031120328459544223,0.0002962513653325936,-3.968055562164795e-07,0.000295824936121052,0.00031013355400412554,0.0,0.00031013355400412554,0.0003240609331836379,-9.919394944601923e-07,0.0003229879885819415
2025-06-12,0.0003171987205753631,3.1758733545649164e-06,0.0003206284544370515,0.00029667783718918925,0.0,0.00029667783718918925,0.00031013355400412554,-1.1902976369033386e-06,0.0003088502302556354,0.00032513414605501583,1.190654779763157e-06,0.00032642235571109544
2025-06-11,0.00031377172940354084,-1.1902976369033386e-06,0.00031248731436613254,0.00029667783718918925,0.0,0.00029667783718918925,0.00031141726280749525,5.952827403276831e-07,0.00031205926164086365,0.0003238463228038698,3.9684523875680196e-07,0.00032427555429419253
2025-06-10,0.00031505652982326515,0.0,0.00031505652982326515,0.00029667783718918925,0.0,0.00029667783718918925,0.00031077536026673035,-5.951934546130588e-07,0.00031013355400412554,0.0003234171342345507,-1.3886458616876389e-06,0.0003219153121828693
2025-06-06,0.00031505652982326515,3.9684523875680196e-07,0.00031548488229033947,0.00029667783718918925,0.0,0.00029667783718918925,0.00031141726280749525,0.0,0.00031141726280749525,0.0003249194820159468,-9.919394944601923e-07,0.0003238463228038707
2025-06-05,0.0003146282201892965,-1.983631035042496e-06,0.00031248731436613254,0.00029667783718918925,0.0,0.00029667783718918925,0.00031141726280749525,-2.3802382380736877e-06,0.0003088502302556354,0.00032599290955136526,1.3891319728028446e-06,0.00032749615901190714
2025-06-04,0.0003167701967330291,2.381666809545123e-06,0.00031934198269065493,0.00029667783718918925,-8.8112938462314e-19,0.0002966778371891884,0.0003139858360410449,-3.9680555621692005e-07,0.00031355763347110143,0.0003244901861360713,5.952827403276831e-07,0.0003251341460550167
2025-06-03,0.0003141999533841485,-7.935714338621244e-07,0.00031334354824319016,0.00029667783718919017,-7.935714338621244e-07,0.00029582493612105115,0.00031441408143338743,5.952827403276831e-07,0.00031505652982326515,0.0003238463228038698,1.3891319728037257e-06,0.00032534882082755625
2025-06-02,0.00031505652982326515,2.381666809545123e-06,0.000317627287272223,0.0002975309088546018,1.9846230985549643e-06,0.00029966433460514627,0.00031377172940354084,1.9846230985549643e-06,0.00031591327759480177,0.00032234435056247495,3.5730361965370506e-06,0.000326207627263154
2025-05-30,0.00031248731436613254,-7.935714338621244e-07,0.000311631251718727,0.0002953985495502982,-3.968055562160389e-07,0.0002949722056160701,0.00031163125171872614,3.771632511625824e-06,0.00031569907458762884,0.0003184845492466683,-1.5869841693078476e-06,0.0003167701967330291
2025-05-29,0.00031334354824319016,3.9684523875680196e-07,0.00031377172940354084,0.00029582493612105115,-3.968055562173606e-07,0.0002953985495502973,0.0003075672914465254,0.0,0.0003075672914465254,0.00032019958763848005,9.921875103347847e-07,0.0003212718350527945
2025-05-28,0.0003129154098988142,2.778750226891651e-06,0.00031591327759480177,0.0002962513653325936,0.0,0.0002962513653325936,0.0003075672914465254,0.0,0.0003075672914465254,0.0003191276082525138,9.921875103347847e-07,0.00032019958763848005
2025-05-27,0.000309919639975908,-1.1902976369033386e-06,0.00030863638039200066,0.0002962513653325936,7.93730164021652e-07,0.0002971043516951038,0.0003075672914465254,-1.1902976369033386e-06,0.00030628473746133244,0.00031805589682789643,6.155562979707578e-06,0.00032470482870980996
2025-05-26,0.00031120328459544223,3.5730361965370506e-06,0.00031505652982326515,0.0002953985495502973,-1.939688327051626e-05,0.0002745577538614369,0.0003088502302556354,-4.1644799320906056e-06,0.00030436162777589204,0.00031141726280749525,-4.3626794514777036e-06,0.0003067122127053101
2025-05-23,0.00030735350572822786,-3.9680555621692005e-07,0.0003069259663581542,0.00031634171574093694,0.0,0.00031634171574093694,0.00031334354824319016,0.0,0.00031334354824319016,0.00031612749131239314,-9.919394944601923e-07,0.000315056529823266
2025-05-22,0.00030778108785437625,-4.362679451477263e-06,0.0003030800353455595,0.00031634171574093694,-4.4056469231157e-19,0.00031634171574093694,0.00031334354824319016,-9.919394944601923e-07,0.000312273282652839,0.00031719872057536216,2.183139991003315e-06,0.0003195563678477861
2025-05-21,0.00031248731436613254,3.9684523875680196e-07,0.0003129154098988142,0.00031634171574093694,-2.3802382380736877e-06,0.0003137717294035417,0.00031441408143338743,1.786116131703113e-06,0.00031634171574093694,0.0003148423696524105,-1.9840773817763198e-07,0.0003146282201892965
2025-05-20,0.00031205926164086365,1.1524639157865052e-05,0.0003244901861360713,0.00031891324453282524,3.1758733545649164e-06,0.0003223443505624741,0.00031248731436613254,1.587619089951686e-06,0.00031419995338414944,0.00031505652982326515,4.566117077587864e-06,0.0003199851703211625
2025-05-19,0.00029966433460514713,-1.465541045382315e-05,0.0002839022147881774,0.00031548488229033947,-3.280019881118262e-05,0.0002800769958301735,0.00031077536026673035,-3.693025660930463e-05,0.0002709528961791959,0.0003101335540041247,-2.8665802174882103e-05,0.00027922741459831076
2025-05-16,0.00031548488229033947,-3.9680555621692005e-07,0.00031505652982326515,0.0003511878772140824,-7.935714338621244e-07,0.0003503240752280669,0.0003509719105210208,-1.586984169308288e-06,0.00034924456566151396,0.0003412645771391132,-1.1902976369033386e-06,0.0003399719154844385
2025-05-15,0.00031591327759480177,-3.9680555621692005e-07,0.00031548488229033947,0.00035205185197777276,-7.935714338621244e-07,0.0003511878772140824,0.000352699946456678,-1.9840773817807255e-07,0.0003524839041620455,0.0003425576266504599,-9.919394944601923e-07,0.00034148005845337074
2025-05-14,0.00031634171574093694,3.9684523875680196e-07,0.0003167701967330291,0.0003529159995536959,-1.190297636903779e-06,0.0003516198429965585,0.0003529159995536959,-2.5785269673150163e-06,0.0003501081517240255,0.000343635464273275,-1.9836310350429365e-06,0.00034148005845337074
2025-05-13,0.00031591327759480177,-9.512390089754911e-06,0.00030564360474163164,0.00035421254501613375,3.9684523875592084e-07,0.0003546448132805127,0.00035572567307774245,7.93730164021652e-07,0.0003565905554913669,0.00034579194806556,-2.7768057823673864e-06,0.0003427731726188098
2025-05-12,0.0003262076272631531,-1.6631715615259928e-05,0.00030820871274087454,0.00035378031997641943,-4.362679451477263e-06,0.0003490286961316038,0.0003548609636233038,-1.3666887254121945e-05,0.0003399719154844385,0.0003488128373948959,-1.1491266118603061e-05,0.00033631147938899063
2025-05-09,0.0003442822961993358,-7.532524375491571e-06,0.0003360962564972247,0.0003585371734832516,3.573036196537932e-06,0.00036243303838705255,0.00036980146768868347,1.2917805460340696e-05,0.00038392308305049887,0.0003613505019580828,2.5802035546755827e-06,0.0003641656596908664
2025-05-08,0.0003524839041620455,9.137488210317302e-06,0.00036243303838705076,0.0003546448132805127,3.5875483229632705e-05,0.00039372650613107873,0.00035572567307774245,2.0888116662200395e-05,0.00037848626045840857,0.0003585371734832516,1.9292778917053992e-05,0.0003795730813625383
2025-05-07,0.0003425576266504599,5.559446259894777e-06,0.0003485969894508572,0.00031591327759480264,1.7100231212000215e-05,0.00033437486070943555,0.00033308426565968233,6.7517691237362065e-06,0.0003404027596146602,0.00033760304274809983,-7.334483352313135e-06,0.0003296445711338115
2025-05-06,0.00033652671304216863,7.546849776626741e-06,0.00034471357138918116,0.0002975309088546018,2.778750226891651e-06,0.00030051800362977644,0.00032577820257519353,5.9568474710748805e-06,0.00033222408403392885,0.00034557625116221185,4.566117077587864e-06,0.00035054000952855404
2025-05-05,0.00032835539495809066,1.5108052198524171e-05,0.000344713571389182,0.0002945459043141021,7.93730164021652e-07,0.0002953985495502973,0.00031934198269065493,1.1325655202135352e-05,0.0003315790607040448,0.0003406181978369635,1.2718751848035956e-05,0.00035442867374497
2025-05-02,0.00031205926164086365,1.190654779763157e-06,0.00031334354824319016,0.0002936934295899021,1.587619089951686e-06,0.0002953985495502973,0.0003071397306989497,1.9846230985549643e-06,0.00030927796206171973,0.0003268518448175899,5.952827403276831e-07,0.00032749615901190714
2025-04-30,0.00031077536026673035,-7.935714338621244e-07,0.000309919639975908,0.00029198899154110017,1.5876190899508048e-06,0.0002936934295899021,0.0003050025681846259,-3.9680555621692005e-07,0.0003045752638965528,0.0003262076272631531,0.0,0.0003262076272631531
2025-04-29,0.000311631251718727,0.0,0.000311631251718727,0.00029028523513118117,3.9684523875680196e-07,0.00029071111034492626,0.00030542991520526424,3.9684523875680196e-07,0.0003058573049627422,0.0003262076272631531,-5.951934546130588e-07,0.000325563506334103
2025-04-28,0.000311631251718727,-3.9680555621692005e-07,0.00031120328459544223,0.00028985940250282903,0.0,0.0002898594025028299,0.0003050025681846259,1.3891319728037257e-06,0.0003064984697398809,0.0003268518448175899,1.190654779763157e-06,0.00032814056986060194
2025-04-25,0.00031205926164086365,-1.9836310350429365e-06,0.00030991963997590715,0.00028985940250282903,-3.9680555621692005e-07,0.00028943361245561033,0.00030350719010330176,5.952827403276831e-07,0.00030414800233677066,0.0003255635063341039,-3.569821910605276e-06,0.00032170080908147083
2025-04-24,0.0003141999533841485,3.5730361965370506e-06,0.00031805589682789643,0.00029028523513118117,3.9684523875680196e-07,0.0002907111103449254,0.0003028664739844588,0.0,0.0003028664739844588,0.0003294296815791257,9.921875103347847e-07,0.00033050423680539053
2025-04-23,0.0003103474787283119,7.93730164021652e-07,0.00031120328459544223,0.00028985940250282903,-7.935714338630055e-07,0.0002890078649852667,0.0003028664739844588,1.3891319728037257e-06,0.0003043616277758929,0.00032835539495809066,-3.1733336718899953e-06,0.0003249194820159468
2025-04-22,0.00030949184400523995,-1.5869841693078476e-06,0.00030778108785437625,0.00029071111034492626,2.3816668095460044e-06,0.000293267256159146,0.0003013718434052839,9.921875103347847e-07,0.00030243938329512496,0.0003317940577303742,2.1831399910041964e-06,0.00033415973464618216
2025-04-17,0.00031120328459544223,7.93730164021652e-07,0.00031205926164086365,0.0002881564977581801,3.9684523875680196e-07,0.00028858216008754306,0.0003003045703670577,-1.9840773817807255e-07,0.00030009114777573576,0.0003294296815791266,0.0,0.0003294296815791266
2025-04-16,0.0003103474787283119,0.0,0.0003103474787283119,0.00028773087799292276,-3.968055562164795e-07,0.00028730530078751264,0.00030051800362977557,-1.5869841693078476e-06,0.00029881083629725047,0.0003294296815791266,-2.1819395941482063e-06,0.0003270666054772153
